customer_id,name,email
286,Customer286,Customer286@yahoo.com
287,Customer287,Customer287@hotmail.com
288,Customer288,Customer288@yahoo.com
289,Customer289,Customer289@gmail.com
290,Customer290,Customer290@gmail.com
291,Customer291,Customer291@gmail.com
292,Customer292,Customer292@gmail.com
293,Customer293,Customer293@hotmail.com
294,Customer294,Customer294@yahoo.com
295,Customer295,Customer295@gmail.com
296,Customer296,Customer296@yahoo.com
297,Customer297,Customer297@gmail.com
298,Customer298,Customer298@yahoo.com
299,Customer299,Customer299@yahoo.com
300,Customer300,Customer300@gmail.com
301,Customer301,Customer301@gmail.com
302,Customer302,Customer302@yahoo.com
303,Customer303,Customer303@hotmail.com
304,Customer304,Customer304@gmail.com
305,Customer305,Customer305@gmail.com
306,Customer306,Customer306@hotmail.com
307,Customer307,Customer307@hotmail.com
308,Customer308,Customer308@gmail.com
309,Customer309,Customer309@gmail.com
310,Customer310,Customer310@gmail.com
311,Customer311,Customer311@gmail.com
312,Customer312,Customer312@yahoo.com
313,Customer313,Customer313@yahoo.com
314,Customer314,Customer314@yahoo.com
315,Customer315,Customer315@gmail.com
316,Customer316,Customer316@yahoo.com
317,Customer317,Customer317@gmail.com
318,Customer318,Customer318@gmail.com
319,Customer319,Customer319@yahoo.com
320,Customer320,Customer320@gmail.com
321,Customer321,Customer321@yahoo.com
322,Customer322,Customer322@yahoo.com
323,Customer323,Customer323@yahoo.com
324,Customer324,Customer324@yahoo.com
325,Customer325,Customer325@yahoo.com
326,Customer326,Customer326@hotmail.com
327,Customer327,Customer327@hotmail.com
328,Customer328,Customer328@hotmail.com
329,Customer329,Customer329@hotmail.com
330,Customer330,Customer330@hotmail.com
331,Customer331,Customer331@yahoo.com
332,Customer332,Customer332@gmail.com
333,Customer333,Customer333@gmail.com
334,Customer334,Customer334@yahoo.com
335,Customer335,Customer335@gmail.com
336,Customer336,Customer336@gmail.com
337,Customer337,Customer337@hotmail.com
338,Customer338,Customer338@hotmail.com
339,Customer339,Customer339@hotmail.com
340,Customer340,Customer340@gmail.com
341,Customer341,Customer341@hotmail.com
342,Customer342,Customer342@yahoo.com
343,Customer343,Customer343@gmail.com
344,Customer344,Customer344@gmail.com
345,Customer345,Customer345@hotmail.com
346,Customer346,Customer346@yahoo.com
347,Customer347,Customer347@hotmail.com
348,Customer348,Customer348@hotmail.com
349,Customer349,Customer349@gmail.com
350,Customer350,Customer350@gmail.com
351,Customer351,Customer351@hotmail.com
352,Customer352,Customer352@gmail.com
353,Customer353,Customer353@gmail.com
354,Customer354,Customer354@gmail.com
355,Customer355,Customer355@hotmail.com
356,Customer356,Customer356@gmail.com
357,Customer357,Customer357@hotmail.com
358,Customer358,Customer358@gmail.com
359,Customer359,Customer359@yahoo.com
360,Customer360,Customer360@gmail.com
361,Customer361,Customer361@hotmail.com
362,Customer362,Customer362@gmail.com
363,Customer363,Customer363@hotmail.com
364,Customer364,Customer364@hotmail.com
365,Customer365,Customer365@gmail.com
366,Customer366,Customer366@hotmail.com
367,Customer367,Customer367@gmail.com
368,Customer368,Customer368@yahoo.com
369,Customer369,Customer369@hotmail.com
370,Customer370,Customer370@hotmail.com
371,Customer371,Customer371@hotmail.com
372,Customer372,Customer372@hotmail.com
373,Customer373,Customer373@yahoo.com
374,Customer374,Customer374@yahoo.com
375,Customer375,Customer375@gmail.com
376,Customer376,Customer376@hotmail.com
377,Customer377,Customer377@hotmail.com
378,Customer378,Customer378@yahoo.com
379,Customer379,Customer379@gmail.com
380,Customer380,Customer380@yahoo.com
381,Customer381,Customer381@yahoo.com
382,Customer382,Customer382@gmail.com
383,Customer383,Customer383@hotmail.com
384,Customer384,Customer384@hotmail.com
385,Customer385,Customer385@yahoo.com
386,Customer386,Customer386@yahoo.com
387,Customer387,Customer387@yahoo.com
388,Customer388,Customer388@gmail.com
389,Customer389,Customer389@gmail.com
390,Customer390,Customer390@yahoo.com
391,Customer391,Customer391@hotmail.com
392,Customer392,Customer392@hotmail.com
393,Customer393,Customer393@gmail.com
394,Customer394,Customer394@gmail.com
395,Customer395,Customer395@hotmail.com
396,Customer396,Customer396@gmail.com
397,Customer397,Customer397@hotmail.com
398,Customer398,Customer398@yahoo.com
399,Customer399,Customer399@gmail.com
400,Customer400,Customer400@yahoo.com
401,Customer401,Customer401@gmail.com
402,Customer402,Customer402@gmail.com
403,Customer403,Customer403@yahoo.com
404,Customer404,Customer404@yahoo.com
405,Customer405,Customer405@gmail.com
406,Customer406,Customer406@yahoo.com
407,Customer407,Customer407@hotmail.com
408,Customer408,Customer408@hotmail.com
409,Customer409,Customer409@yahoo.com
410,Customer410,Customer410@hotmail.com
411,Customer411,Customer411@hotmail.com
412,Customer412,Customer412@hotmail.com
413,Customer413,Customer413@gmail.com
414,Customer414,Customer414@hotmail.com
415,Customer415,Customer415@hotmail.com
416,Customer416,Customer416@yahoo.com
417,Customer417,Customer417@hotmail.com
418,Customer418,Customer418@gmail.com
419,Customer419,Customer419@gmail.com
420,Customer420,Customer420@yahoo.com
421,Customer421,Customer421@gmail.com
422,Customer422,Customer422@gmail.com
423,Customer423,Customer423@hotmail.com
424,Customer424,Customer424@hotmail.com
425,Customer425,Customer425@gmail.com
426,Customer426,Customer426@yahoo.com
427,Customer427,Customer427@yahoo.com
428,Customer428,Customer428@hotmail.com
429,Customer429,Customer429@gmail.com
430,Customer430,Customer430@hotmail.com
431,Customer431,Customer431@yahoo.com
432,Customer432,Customer432@gmail.com
433,Customer433,Customer433@hotmail.com
434,Customer434,Customer434@hotmail.com
435,Customer435,Customer435@yahoo.com
436,Customer436,Customer436@hotmail.com
437,Customer437,Customer437@yahoo.com
438,Customer438,Customer438@yahoo.com
439,Customer439,Customer439@gmail.com
440,Customer440,Customer440@gmail.com
441,Customer441,Customer441@hotmail.com
442,Customer442,Customer442@yahoo.com
443,Customer443,Customer443@yahoo.com
444,Customer444,Customer444@gmail.com
445,Customer445,Customer445@gmail.com
446,Customer446,Customer446@yahoo.com
447,Customer447,Customer447@gmail.com
448,Customer448,Customer448@hotmail.com
449,Customer449,Customer449@yahoo.com
450,Customer450,Customer450@gmail.com
451,Customer451,Customer451@hotmail.com
452,Customer452,Customer452@yahoo.com
453,Customer453,Customer453@hotmail.com
454,Customer454,Customer454@hotmail.com
455,Customer455,Customer455@yahoo.com
456,Customer456,Customer456@hotmail.com
457,Customer457,Customer457@gmail.com
458,Customer458,Customer458@gmail.com
459,Customer459,Customer459@gmail.com
460,Customer460,Customer460@hotmail.com
461,Customer461,Customer461@gmail.com
462,Customer462,Customer462@hotmail.com
463,Customer463,Customer463@gmail.com
464,Customer464,Customer464@yahoo.com
465,Customer465,Customer465@hotmail.com
466,Customer466,Customer466@hotmail.com
467,Customer467,Customer467@gmail.com
468,Customer468,Customer468@yahoo.com
469,Customer469,Customer469@gmail.com
470,Customer470,Customer470@gmail.com
471,Customer471,Customer471@yahoo.com
472,Customer472,Customer472@yahoo.com
473,Customer473,Customer473@gmail.com
474,Customer474,Customer474@yahoo.com
475,Customer475,Customer475@gmail.com
476,Customer476,Customer476@hotmail.com
477,Customer477,Customer477@gmail.com
478,Customer478,Customer478@hotmail.com
479,Customer479,Customer479@gmail.com
480,Customer480,Customer480@yahoo.com
481,Customer481,Customer481@hotmail.com
482,Customer482,Customer482@yahoo.com
483,Customer483,Customer483@hotmail.com
484,Customer484,Customer484@hotmail.com
485,Customer485,Customer485@gmail.com
486,Customer486,Customer486@gmail.com
487,Customer487,Customer487@gmail.com
488,Customer488,Customer488@gmail.com
489,Customer489,Customer489@yahoo.com
490,Customer490,Customer490@gmail.com
491,Customer491,Customer491@gmail.com
492,Customer492,Customer492@hotmail.com
493,Customer493,Customer493@yahoo.com
494,Customer494,Customer494@yahoo.com
495,Customer495,Customer495@hotmail.com
496,Customer496,Customer496@hotmail.com
497,Customer497,Customer497@gmail.com
498,Customer498,Customer498@yahoo.com
499,Customer499,Customer499@gmail.com
500,Customer500,Customer500@hotmail.com
